188,2,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/08/2021,4,external
189,2,Hotel K,Salvador (BH),4,263.41,1053.64,07/15/2021,3,internal
192,2,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/05/2021,3,internal
197,2,Hotel A,Florianopolis (SC),3,313.02,939.06,09/09/2021,3,internal
201,2,Hotel A,Florianopolis (SC),2,313.02,626.04,10/07/2021,4,internal
205,2,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/04/2021,2,external
211,2,Hotel Z,Aracaju (SE),3,208.04,624.12,12/16/2021,4,internal
213,2,Hotel K,Salvador (BH),3,263.41,790.23,12/30/2021,3,internal
214,2,Hotel AU,Recife (PE),1,312.83,312.83,01/06/2022,1,external
219,2,Hotel A,Florianopolis (SC),2,313.02,626.04,02/10/2022,2,internal
221,2,Hotel K,Salvador (BH),1,263.41,263.41,02/24/2022,1,internal
224,2,Hotel BP,Brasilia (DF),3,247.62,742.86,03/17/2022,,external
225,2,Hotel BD,Natal (RN),4,242.88,971.52,03/24/2022,,internal
233,3,Hotel A,Florianopolis (SC),2,313.02,626.04,11/14/2019,3,external
235,3,Hotel A,Florianopolis (SC),3,313.02,939.06,11/28/2019,1,internal
238,3,Hotel A,Florianopolis (SC),2,313.02,626.04,12/19/2019,1,external
239,3,Hotel A,Florianopolis (SC),2,313.02,626.04,12/26/2019,1,internal
240,3,Hotel BP,Brasilia (DF),4,247.62,990.48,01/02/2020,4,external
241,3,Hotel A,Florianopolis (SC),1,313.02,313.02,01/09/2020,3,internal
243,3,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/23/2020,3,internal
244,3,Hotel AU,Recife (PE),4,312.83,1251.32,01/30/2020,4,internal
246,3,Hotel AU,Recife (PE),2,312.83,625.66,02/13/2020,3,internal
248,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/27/2020,3,internal
255,3,Hotel A,Florianopolis (SC),1,313.02,313.02,04/16/2020,4,internal
259,3,Hotel BD,Natal (RN),2,242.88,485.76,05/14/2020,,external
263,3,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/11/2020,3,internal
269,3,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/23/2020,1,external
275,3,Hotel BD,Natal (RN),2,242.88,485.76,09/03/2020,3,external
279,3,Hotel BD,Natal (RN),1,242.88,242.88,10/01/2020,1,internal
283,3,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/29/2020,4,external
287,3,Hotel AU,Recife (PE),1,312.83,312.83,11/26/2020,,external
290,3,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/17/2020,,external
291,3,Hotel K,Salvador (BH),1,263.41,263.41,12/24/2020,3,external
295,3,Hotel BD,Natal (RN),4,242.88,971.52,01/21/2021,2,internal
296,3,Hotel AU,Recife (PE),3,312.83,938.49,01/28/2021,,external
299,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/18/2021,,internal
300,3,Hotel K,Salvador (BH),3,263.41,790.23,02/25/2021,2,internal
303,3,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/18/2021,2,internal
305,3,Hotel BD,Natal (RN),4,242.88,971.52,04/01/2021,1,external
306,3,Hotel A,Florianopolis (SC),3,313.02,939.06,04/08/2021,1,internal
307,3,Hotel BD,Natal (RN),2,242.88,485.76,04/15/2021,1,internal
311,3,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/13/2021,2,external
315,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/10/2021,2,internal
322,3,Hotel BD,Natal (RN),1,242.88,242.88,07/29/2021,3,external
325,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/19/2021,1,internal
337,3,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/11/2021,2,internal
338,3,Hotel Z,Aracaju (SE),3,208.04,624.12,11/18/2021,3,internal
347,3,Hotel BP,Brasilia (DF),1,247.62,247.62,01/20/2022,4,internal
350,3,Hotel BD,Natal (RN),1,242.88,242.88,02/10/2022,3,external
363,3,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/12/2022,4,internal
369,3,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022,4,internal
373,3,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/21/2022,,internal
377,3,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/18/2022,,internal
382,3,Hotel K,Salvador (BH),2,263.41,526.82,09/22/2022,2,external
383,3,Hotel A,Florianopolis (SC),2,313.02,626.04,09/29/2022,4,external
385,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/13/2022,3,internal
387,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/27/2022,1,external
388,3,Hotel BD,Natal (RN),4,242.88,971.52,11/03/2022,4,external
394,3,Hotel K,Salvador (BH),4,263.41,1053.64,12/15/2022,1,external
397,3,Hotel AU,Recife (PE),4,312.83,1251.32,01/05/2023,,internal
398,3,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/12/2023,2,internal
403,3,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/16/2023,1,external
404,3,Hotel Z,Aracaju (SE),1,208.04,208.04,02/23/2023,,external
406,3,Hotel BD,Natal (RN),2,242.88,485.76,03/09/2023,2,external
408,3,Hotel K,Salvador (BH),1,263.41,263.41,03/23/2023,2,internal
409,3,Hotel K,Salvador (BH),3,263.41,790.23,03/30/2023,3,internal
410,3,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/06/2023,1,external
412,3,Hotel A,Florianopolis (SC),2,313.02,626.04,04/20/2023,,internal
415,3,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/11/2023,4,internal
417,3,Hotel BD,Natal (RN),2,242.88,485.76,05/25/2023,2,external
418,3,Hotel AU,Recife (PE),1,312.83,312.83,06/01/2023,1,internal
419,3,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/08/2023,,internal
424,3,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/13/2023,,external
426,4,Hotel AU,Recife (PE),2,312.83,625.66,10/03/2019,2,internal
431,4,Hotel AU,Recife (PE),4,312.83,1251.32,11/07/2019,3,external
432,4,Hotel AU,Recife (PE),3,312.83,938.49,11/14/2019,,external
440,4,Hotel K,Salvador (BH),3,263.41,790.23,01/09/2020,2,external
442,4,Hotel Z,Aracaju (SE),2,208.04,416.08,01/23/2020,3,external
445,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/13/2020,,external
447,4,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/27/2020,3,external
450,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020,1,external
452,4,Hotel A,Florianopolis (SC),1,313.02,313.02,04/02/2020,1,external
456,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/30/2020,1,external
457,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/07/2020,3,external
468,4,Hotel Z,Aracaju (SE),1,208.04,208.04,07/23/2020,2,internal
473,4,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/27/2020,1,internal
481,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/22/2020,1,internal
486,4,Hotel Z,Aracaju (SE),4,208.04,832.16,11/26/2020,3,external
490,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/24/2020,,internal
491,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/31/2020,1,external
494,4,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/21/2021,2,external
498,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/18/2021,3,internal
500,4,Hotel K,Salvador (BH),2,263.41,526.82,03/04/2021,4,internal
501,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/11/2021,2,internal
503,4,Hotel A,Florianopolis (SC),2,313.02,626.04,03/25/2021,2,external
505,4,Hotel A,Florianopolis (SC),2,313.02,626.04,04/08/2021,1,internal
514,4,Hotel AU,Recife (PE),3,312.83,938.49,06/10/2021,3,internal
517,4,Hotel BD,Natal (RN),4,242.88,971.52,07/01/2021,1,internal
529,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/23/2021,,external
532,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/14/2021,4,external
537,4,Hotel AU,Recife (PE),3,312.83,938.49,11/18/2021,2,internal
541,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/16/2021,4,external
543,4,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/30/2021,,internal
545,4,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/13/2022,4,external
548,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/03/2022,4,external
555,4,Hotel A,Florianopolis (SC),1,313.02,313.02,03/24/2022,,internal
556,4,Hotel K,Salvador (BH),3,263.41,790.23,03/31/2022,1,external
557,4,Hotel K,Salvador (BH),1,263.41,263.41,04/07/2022,3,external
559,4,Hotel K,Salvador (BH),2,263.41,526.82,04/21/2022,1,external
562,4,Hotel BD,Natal (RN),2,242.88,485.76,05/12/2022,1,external
564,4,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/26/2022,2,external
565,4,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/02/2022,3,external
574,4,Hotel BP,Brasilia (DF),4,247.62,990.48,08/04/2022,1,external
578,4,Hotel Z,Aracaju (SE),3,208.04,624.12,09/01/2022,,internal
581,4,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/22/2022,4,external
582,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/29/2022,,external
586,4,Hotel K,Salvador (BH),2,263.41,526.82,10/27/2022,2,internal
587,4,Hotel K,Salvador (BH),1,263.41,263.41,11/03/2022,3,internal
588,4,Hotel BD,Natal (RN),2,242.88,485.76,11/10/2022,1,internal
590,4,Hotel AU,Recife (PE),2,312.83,625.66,11/24/2022,3,external
591,4,Hotel AU,Recife (PE),4,312.83,1251.32,12/01/2022,2,internal
596,4,Hotel BP,Brasilia (DF),1,247.62,247.62,01/05/2023,2,external
598,4,Hotel BD,Natal (RN),4,242.88,971.52,01/19/2023,2,external
604,4,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/02/2023,2,external
605,4,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/09/2023,,internal
609,4,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/06/2023,,external
619,4,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/15/2023,4,external
621,4,Hotel BP,Brasilia (DF),4,247.62,990.48,06/29/2023,2,internal
623,4,Hotel BD,Natal (RN),4,242.88,971.52,07/13/2023,,external
624,5,Hotel K,Salvador (BH),2,263.41,526.82,09/26/2019,2,external
638,5,Hotel K,Salvador (BH),1,263.41,263.41,01/02/2020,3,external
643,5,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/06/2020,2,external
644,5,Hotel K,Salvador (BH),1,263.41,263.41,02/13/2020,2,internal
646,5,Hotel K,Salvador (BH),3,263.41,790.23,02/27/2020,1,internal
648,5,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/12/2020,2,external
658,5,Hotel BD,Natal (RN),1,242.88,242.88,05/21/2020,3,external
668,5,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/30/2020,2,internal
670,5,Hotel K,Salvador (BH),3,263.41,790.23,08/13/2020,4,external
676,5,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/24/2020,4,internal
680,5,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/22/2020,4,external
683,5,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/12/2020,4,external
687,5,Hotel Z,Aracaju (SE),1,208.04,208.04,12/10/2020,4,external
688,6,Hotel BD,Natal (RN),3,242.88,728.64,09/26/2019,3,external
690,6,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/10/2019,,internal
695,6,Hotel A,Florianopolis (SC),2,313.02,626.04,11/14/2019,1,internal
696,6,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/21/2019,2,internal
698,6,Hotel AU,Recife (PE),1,312.83,312.83,12/05/2019,,external
699,6,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/12/2019,,internal
701,6,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019,1,internal
707,6,Hotel A,Florianopolis (SC),2,313.02,626.04,02/06/2020,1,external
711,6,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/05/2020,4,external
712,6,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/12/2020,1,internal
718,6,Hotel K,Salvador (BH),4,263.41,1053.64,04/23/2020,2,external
719,6,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/30/2020,4,internal
723,6,Hotel BP,Brasilia (DF),2,247.62,495.24,05/28/2020,1,internal
739,6,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/17/2020,1,internal
745,6,Hotel K,Salvador (BH),1,263.41,263.41,10/29/2020,2,external
746,6,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/05/2020,3,external
747,6,Hotel BD,Natal (RN),4,242.88,971.52,11/12/2020,,internal
749,6,Hotel A,Florianopolis (SC),2,313.02,626.04,11/26/2020,1,external
753,6,Hotel BP,Brasilia (DF),2,247.62,495.24,12/24/2020,3,internal
754,6,Hotel BD,Natal (RN),2,242.88,485.76,12/31/2020,,internal
755,6,Hotel K,Salvador (BH),1,263.41,263.41,01/07/2021,1,external
762,6,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/25/2021,3,external
767,6,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/01/2021,,external
778,7,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/21/2019,4,internal
787,7,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/23/2020,,external
788,7,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/30/2020,2,external
793,7,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/05/2020,2,internal
795,7,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020,4,external
803,7,Hotel BW,Campo Grande (MS),4,60.39,241.56,05/14/2020,1,external
805,7,Hotel Z,Aracaju (SE),2,208.04,416.08,05/28/2020,2,internal
806,7,Hotel AU,Recife (PE),3,312.83,938.49,06/04/2020,2,internal
808,7,Hotel BD,Natal (RN),3,242.88,728.64,06/18/2020,,internal
809,7,Hotel BP,Brasilia (DF),4,247.62,990.48,06/25/2020,4,internal
812,7,Hotel BD,Natal (RN),2,242.88,485.76,07/16/2020,2,external
815,7,Hotel AU,Recife (PE),3,312.83,938.49,08/06/2020,4,internal
817,7,Hotel BD,Natal (RN),2,242.88,485.76,08/20/2020,,internal
819,7,Hotel BW,Campo Grande (MS),2,60.39,120.78,09/03/2020,4,external
823,8,Hotel K,Salvador (BH),4,263.41,1053.64,10/03/2019,,internal
826,8,Hotel A,Florianopolis (SC),3,313.02,939.06,10/24/2019,3,external
827,8,Hotel AU,Recife (PE),4,312.83,1251.32,10/31/2019,2,external
830,8,Hotel BD,Natal (RN),4,242.88,971.52,11/21/2019,2,internal
834,8,Hotel BP,Brasilia (DF),2,247.62,495.24,12/19/2019,,external
836,8,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/02/2020,4,external
838,8,Hotel BD,Natal (RN),1,242.88,242.88,01/16/2020,,external
840,8,Hotel Z,Aracaju (SE),1,208.04,208.04,01/30/2020,3,internal
852,8,Hotel A,Florianopolis (SC),1,313.02,313.02,04/23/2020,4,external
857,8,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/28/2020,4,external
861,8,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/25/2020,2,external
862,8,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/02/2020,1,internal
864,8,Hotel BP,Brasilia (DF),2,247.62,495.24,07/16/2020,1,internal
865,8,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/23/2020,,external
869,8,Hotel BP,Brasilia (DF),4,247.62,990.48,08/20/2020,3,external
871,8,Hotel BD,Natal (RN),4,242.88,971.52,09/03/2020,1,external
892,8,Hotel A,Florianopolis (SC),2,313.02,626.04,01/28/2021,4,external
894,8,Hotel BP,Brasilia (DF),3,247.62,742.86,02/11/2021,,internal
900,8,Hotel BD,Natal (RN),2,242.88,485.76,03/25/2021,1,external
904,8,Hotel AU,Recife (PE),4,312.83,1251.32,04/22/2021,,internal
907,8,Hotel AU,Recife (PE),3,312.83,938.49,05/13/2021,2,external
911,8,Hotel BD,Natal (RN),4,242.88,971.52,06/10/2021,3,internal
913,8,Hotel A,Florianopolis (SC),1,313.02,313.02,06/24/2021,,external
914,8,Hotel BD,Natal (RN),3,242.88,728.64,07/01/2021,2,internal
917,8,Hotel BD,Natal (RN),3,242.88,728.64,07/22/2021,3,internal
919,8,Hotel BW,Campo Grande (MS),4,60.39,241.56,08/05/2021,1,external
920,8,Hotel BD,Natal (RN),4,242.88,971.52,08/12/2021,3,external
922,8,Hotel AU,Recife (PE),4,312.83,1251.32,08/26/2021,1,internal
923,8,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/02/2021,1,internal
925,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/16/2021,2,internal
928,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/07/2021,1,internal
932,8,Hotel K,Salvador (BH),2,263.41,526.82,11/04/2021,2,external
935,8,Hotel BD,Natal (RN),3,242.88,728.64,11/25/2021,3,internal
938,8,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/16/2021,2,external
942,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/13/2022,2,internal
944,8,Hotel AU,Recife (PE),3,312.83,938.49,01/27/2022,4,internal
945,8,Hotel BD,Natal (RN),1,242.88,242.88,02/03/2022,,internal
948,8,Hotel BD,Natal (RN),4,242.88,971.52,02/24/2022,4,internal
950,8,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/10/2022,1,internal
957,8,Hotel Z,Aracaju (SE),4,208.04,832.16,04/28/2022,3,external
958,8,Hotel BD,Natal (RN),2,242.88,485.76,05/05/2022,4,internal
962,8,Hotel AU,Recife (PE),2,312.83,625.66,06/02/2022,1,internal
966,8,Hotel Z,Aracaju (SE),2,208.04,416.08,06/30/2022,4,internal
967,8,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/07/2022,,external
969,8,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/21/2022,4,internal
970,8,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/28/2022,1,internal
972,8,Hotel AU,Recife (PE),3,312.83,938.49,08/11/2022,3,external
974,8,Hotel A,Florianopolis (SC),1,313.02,313.02,08/25/2022,1,external
977,8,Hotel AU,Recife (PE),4,312.83,1251.32,09/15/2022,3,internal
984,8,Hotel Z,Aracaju (SE),4,208.04,832.16,11/03/2022,3,external
987,8,Hotel Z,Aracaju (SE),1,208.04,208.04,11/24/2022,,internal
988,8,Hotel K,Salvador (BH),4,263.41,1053.64,12/01/2022,3,internal
997,9,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/26/2019,2,external
998,9,Hotel BD,Natal (RN),2,242.88,485.76,10/03/2019,,internal
999,9,Hotel A,Florianopolis (SC),3,313.02,939.06,10/10/2019,2,external
1006,9,Hotel AU,Recife (PE),2,312.83,625.66,11/28/2019,2,internal
1007,9,Hotel Z,Aracaju (SE),2,208.04,416.08,12/05/2019,2,external
1012,9,Hotel AU,Recife (PE),4,312.83,1251.32,01/09/2020,,internal
1014,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/23/2020,4,internal
1016,9,Hotel K,Salvador (BH),4,263.41,1053.64,02/06/2020,2,external
1018,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/20/2020,2,internal
1025,9,Hotel K,Salvador (BH),4,263.41,1053.64,04/09/2020,3,internal
1034,9,Hotel A,Florianopolis (SC),2,313.02,626.04,06/11/2020,1,external
1035,9,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/18/2020,3,internal
1038,9,Hotel BP,Brasilia (DF),1,247.62,247.62,07/09/2020,1,internal
1041,9,Hotel Z,Aracaju (SE),4,208.04,832.16,07/30/2020,,external
1048,9,Hotel A,Florianopolis (SC),3,313.02,939.06,09/17/2020,,internal
1051,9,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/08/2020,3,internal
1052,9,Hotel BP,Brasilia (DF),4,247.62,990.48,10/15/2020,3,internal
1053,9,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/22/2020,,internal
1055,9,Hotel K,Salvador (BH),3,263.41,790.23,11/05/2020,1,external
1065,9,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/14/2021,2,external
1067,9,Hotel K,Salvador (BH),3,263.41,790.23,01/28/2021,,external
1077,9,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/08/2021,1,external
1078,9,Hotel K,Salvador (BH),3,263.41,790.23,04/15/2021,1,external
1084,9,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/27/2021,2,internal
1090,9,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/08/2021,3,external
1091,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/15/2021,,internal
1093,9,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/29/2021,1,internal
1095,9,Hotel K,Salvador (BH),1,263.41,263.41,08/12/2021,4,internal
1096,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/19/2021,3,internal
1101,9,Hotel BP,Brasilia (DF),3,247.62,742.86,09/23/2021,,internal
1103,9,Hotel AU,Recife (PE),4,312.83,1251.32,10/07/2021,3,external
1106,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/28/2021,2,external
1113,10,Hotel BD,Natal (RN),1,242.88,242.88,10/03/2019,4,external
1119,10,Hotel K,Salvador (BH),3,263.41,790.23,11/14/2019,2,external
1125,10,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019,3,internal
1133,10,Hotel BP,Brasilia (DF),4,247.62,990.48,02/20/2020,1,external
1136,10,Hotel K,Salvador (BH),2,263.41,526.82,03/12/2020,3,internal
1139,10,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/02/2020,3,internal
1144,10,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/07/2020,,internal
1150,10,Hotel K,Salvador (BH),1,263.41,263.41,06/18/2020,4,external
1151,10,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/25/2020,3,external
1157,10,Hotel BP,Brasilia (DF),3,247.62,742.86,08/06/2020,,external
1160,10,Hotel K,Salvador (BH),3,263.41,790.23,08/27/2020,,internal
1162,10,Hotel BD,Natal (RN),1,242.88,242.88,09/10/2020,,internal
1164,10,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/24/2020,4,internal
1166,10,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/08/2020,4,internal
1167,10,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/15/2020,3,internal
1173,10,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/26/2020,3,external
1174,10,Hotel BP,Brasilia (DF),1,247.62,247.62,12/03/2020,3,internal
1177,11,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/03/2019,2,external
1180,11,Hotel A,Florianopolis (SC),2,313.02,626.04,10/24/2019,,external
1183,11,Hotel BP,Brasilia (DF),4,247.62,990.48,11/14/2019,2,external
